grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 03 Read and Interpret Level 1,looked at pages,practice,4.MD.B.4,"Read and Interpret the Data (Level 1) worksheet: students are given completed stem-and-leaf plots (e.g. student weights, city temperatures) with a key, and answer 3 short-answer questions per plot (minimum/maximum value, count in a range, most frequent value, etc.), 2 plots per page.","Confirmed visually on page 1 (3 sheets total, stem-and-leaf plot reading/interpretation, not a generic graph-reading sheet as guessed from title).",https://drive.google.com/file/d/1sHvB7oRJLd72KwmGh4xi5Uue-CiXUGle/view,https://drive.google.com/file/d/1xkIBE41YZR54JYDE1dsYdwg6BUhlv-Bz/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 04 Read and Interpret Level 2,looked at pages,practice,4.MD.B.4,"Read and Interpret the Data (Level 2) worksheet: students are given completed stem-and-leaf plots (e.g. coffee sales, gloves needed per department) with a key, and answer 3 short-answer questions per plot (maximum/minimum value, count meeting a condition, average/mean, count in a range), 2 plots per page; harder than Level 1, adding average/mean questions.","Confirmed visually on page 1 (3 sheets total, stem-and-leaf plot reading/interpretation at a harder level than sheet 03, not a generic graph-reading sheet).",https://drive.google.com/file/d/1IS7Y6VggW47PBDjujt6PL_yy9t918cP5/view,https://drive.google.com/file/d/1n9XIaQ56TH28WCN0Bva5cK8ZJr70Trk-/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 05 Make and Interpret Level 1,looked at pages,practice,4.MD.B.4,"Make and Interpret the Plot (Level 1) worksheet: given a raw data list (e.g. shoe sizes of tourists), students build a stem-and-leaf plot with blank Stem/Leaf columns and key, then answer 5 questions (mode, maximum, count meeting a condition, minimum, total count of data items), 1 scenario per page.","Confirmed visually on page 1 (3 sheets total). Simpler question set than the Level 2 version (mode/min/max/count, no median or mean).",https://drive.google.com/file/d/1A6b4DxArmNmwxwMU0z-KgfbNrFLRUHQR/view,https://drive.google.com/file/d/1VOxuoeKEPhT5Od27fTvoyzIMzxQ4idXx/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 06 Make and Interpret Level 2,looked at pages,practice,4.MD.B.4,"Make and Interpret the Plot (Level 2) worksheet: given a raw data list (e.g. average ages of MLB teams, decimal values), students build a stem-and-leaf plot with blank Stem/Leaf columns and key, then answer 5 questions (max/min, count of items, median, mean/average, count in a range), 1 scenario per page.","Confirmed visually on page 1 (3 sheets total). Uses Major League Baseball team data in the example scenario, making at least this sheet US-specific in context; format is make-a-plot-then-interpret at Level 2 difficulty (includes median/mean).",https://drive.google.com/file/d/1WwvYiOMFJC0Iq4rY-BomWZEBoncXh6Hk/view,https://drive.google.com/file/d/1ah7iJ1nwxQ2wbm8HHAW7T6n1sfXqMCRf/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 07 Reading Venn Diagram - Type 1,looked at pages,practice,"4.OA.C.5, 4.MD.B.4","Reading Venn Diagram worksheet: each of 2 completed two-circle Venn diagrams per page uses picture icons (e.g. fruits/vegetables sorted by Vitamin A and Vitamin C content, wild animals vs plant-eating animals); students answer 3 questions per diagram (a count, identify items in the intersection, identify items in only one circle).","Confirmed visually on page 1 (3 sheets total, labeled Type 1/T1 in the header). Uses picture/icon-based Venn diagrams (food and animal images) rather than plain number sets, distinguishing it from the Type 2 sheet.",https://drive.google.com/file/d/10RT6OvFIxc_2kHSuJZ948q2WGZZ42LBW/view,https://drive.google.com/file/d/1jQxDmpGW0cwRuXaAapGyTlHznKKO3h2h/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 08 Reading Venn Diagram - Type 2,looked at pages,practice,"4.OA.C.5, 4.MD.B.4","Reading Venn Diagram worksheet: each of 2 completed two-circle Venn diagrams per page shows real-world categories (e.g. multiples of 6 and 9, students in Art Class and Dance Class); students answer 3 questions per diagram (list items in one set, items in the intersection, items in only one set, or a count).","Confirmed visually on page 1 (3 sheets total, labeled Type 2/T2 in the worksheet header, using real-world category examples rather than plain number sets).",https://drive.google.com/file/d/1txXMDyaIbl1wsIL7FXpQ5iTtIKL4OUCo/view,https://drive.google.com/file/d/1NjDZ6GVf_YdIQXspYWREVPWE8Jap6N3U/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 09 Reading Bar Graphs,looked at pages,practice,4.MD.B.4,"Reading Bar Graphs worksheet: a completed vertical bar graph with a real-world theme (e.g. votes for 6 pizza toppings, scale in increments of 50 up to 350) is given; students answer 5 questions (most popular category, sum of two categories, hypothetical comparison, identify category matching a value, rank all categories in order).",Confirmed visually on page 1 (3 sheets total).,https://drive.google.com/file/d/1EbWkTRD2WwfQXBjl46kjWmlHlLzlTWBS/view,https://drive.google.com/file/d/1g8MBSSPqduA-rxzsqcfahVkg2BmsE2P_/view
G4,Data & Graphs,"Grade 4 Math - Data & Graphs - 10 Title, Scale, Labeling Axis, and Graphing",looked at pages,practice,4.MD.B.4,"Line Graph - Title, Scale, Labeling Axis, and Graphing worksheet: a small data table (e.g. number of absentees per grade level) is given; students must choose an appropriate scale, label both axes, write a title, and draw a line graph on a blank grid with axes but no scale or labels pre-printed, one scenario per page.","Confirmed visually on page 1 (3 sheets total). Fully open-ended graphing task: unlike the templated Line Graph sheets, no scale, axis labels, or title are provided.",https://drive.google.com/file/d/1z2K54rE8KRNGFwQx9Cik_4hLO13wN1-T/view,https://drive.google.com/file/d/1lBa6oSukCCnM4rjRNWOHazHE0VF4QaUo/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 11 Make a Line Plot Challenging,looked at pages,practice,4.MD.B.4,"Making a Line Plot (Challenging) worksheet: a raw data table of 30 numeric values (e.g. typing speeds of 30 students in words per minute) is given; students must independently label the axes, write an appropriate title, and plot X marks above a blank number line (with only the numeric scale pre-printed) to represent the data, one scenario per page.","Confirmed visually on page 1 (3 sheets total, labeled CS1). More open-ended/Challenging than a template-based line-plot sheet: students supply their own title and axis label, not just the marks.",https://drive.google.com/file/d/1kim64n4p_xo29-XJLmoBTTpMPwiG66cW/view,https://drive.google.com/file/d/14tsHS4IWLca317A2Jdlt8SxWa0VvFKOA/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 12 Reading Pie Graphs Basic Fraction,read text,practice,"4.MD.B.4, 4.NF.A.1","Students read a circle (pie) graph illustrating a survey result (favorite outdoor activity, reptile population at a zoo, favorite entertainment) and answer questions asking what fraction of respondents chose a category, which category was most/least popular, and comparisons between two categories.",,https://drive.google.com/file/d/1oaf2P8C0R57SDe-QIWuV1SuyphCWdKhz/view,https://drive.google.com/file/d/1Q7x2m1TcKeZwHoqstAlEMWiOoyv5k_AK/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 13 Making back-to-back Stem-and-Leaf Plot,read answer key,practice,4.MD.B.4,"Back-to-Back Plot worksheet: each problem gives two raw data lists (Set A and Set B, e.g. two-to-three digit whole numbers or decimals) and a blank stem grid; students build a back-to-back stem-and-leaf plot with Leaf A on the left, a shared Stem column in the middle, and Leaf B on the right, then fill in the key (3 problems per page).","Worksheet PDF returned inline (not saved to a file); read via the answer key instead, which shows the completed back-to-back plots and confirms the format and data ranges.",https://drive.google.com/file/d/1l5HiU7k65WL2WUOYzFzTAwilg8O3_byA/view,https://drive.google.com/file/d/1JUeLGW5AJq9coUT8OGkWsWfSseeYmxVq/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 14 Truncate and make a Stem-Leaf Plot,read answer key,practice,"4.MD.B.4, 4.NBT.A.3","Truncate: Stem-and-Leaf Plot worksheet: each problem gives a raw data list of 3-5 digit whole numbers and an instruction to truncate each number to a stated number of digits (e.g. truncate to three-digit or four-digit); students truncate the values and then build a stem-and-leaf plot with the truncated numbers, filling in the key (3 problems per page).","Worksheet PDF returned inline (not saved to a file); read via the answer key, which shows the raw data lists, truncation instructions, and completed plots, confirming the format.",https://drive.google.com/file/d/1gm8XwueFlyww0VXQNKmTKzotpWEA_Og2/view,https://drive.google.com/file/d/1wKEN1_hORzcRA9Fl4TQnaayifrRAHbdT/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 15 Shading Regions Two Sets,looked at pages,practice,4.OA.C.5,"Shading - Venn Diagram worksheet: each of 6 problems per page gives a set-notation expression using two sets A and B (e.g. A, A UNION B complement, (A complement) complement INTERSECT B complement, B, A UNION B, (A INTERSECT B) complement); students shade the corresponding region(s) of a blank two-circle Venn diagram inside universal set U.","Confirmed visually on page 1 (3 sheets total). Uses formal set notation (union/intersection/complement symbols), so this is more advanced than a typical Grade 4 Venn diagram sheet and may be enrichment-level.",https://drive.google.com/file/d/18CJOz_W1w4PypzIEFFcuTlKFRmqmBcyT/view,https://drive.google.com/file/d/1F8NkRLy1TMet1yA1GpQxf3CN1L1HifKd/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 16 Completing Venn Diagrams Two Sets,looked at pages,practice,4.OA.C.5,"Complete the Venn Diagram worksheet: each of 6 problems per page gives a universal set U and two named sets (e.g. A and B) as lists of numbers; students place every element into the correct region of a blank two-circle Venn diagram (intersection, each circle-only region, and outside both but in U).","Confirmed visually on page 1 (3 sheets total). Sets are plain lists of whole numbers, not real-world categories.",https://drive.google.com/file/d/1SPPQLIEMiKGdTilnNY93VkRsTMk0BsSr/view,https://drive.google.com/file/d/1LTZl5QR2x1objQ4wWxPE85Ow2IGxUSsU/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 17 Labor Day Pie Chart,looked at pages,practice,4.MD.B.4,"Pie Graph worksheet: a single completed pie chart shows how many students in a class aspire to each of 5 careers (doctor, pilot, chef, engineer, lawyer) with counts labeled in each slice; students answer 5 questions (most popular, a fraction, total class size, a specific count, least preferred).","Corrected from title guess: this is a single-page (not 3-sheet) generic career-aspirations pie graph with no Labor Day theme or content; the ""Labor Day"" in the filename does not appear on the page itself.",https://drive.google.com/file/d/13pI7WTAJXsi_Ptj2zMY1PnAWldcGovex/view,https://drive.google.com/file/d/116PqqowerbeXJM2bh8H3NBi-l7PC5dFE/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 18 Make a stem-and-leaf Plot Scenario,looked at pages,practice,4.MD.B.4,"Make a Stem-and-Leaf Plot (scenario) worksheet: each problem gives a short word-problem scenario with a raw data list of 2-3 digit numbers (e.g. factory production counts, airport traffic counts); students build a blank stem-and-leaf plot with Stem/Leaf columns and fill in the key (2 scenarios per page).","Confirmed visually on page 1 (3 sheets total, same construct-a-stem-and-leaf-plot-from-scenario format).",https://drive.google.com/file/d/1Y0K_-PC1SW1KDE3hxgEMBH6U_V6uxnJv/view,https://drive.google.com/file/d/14BFrd0mi4P5xgwH-NWzePNcXm6F1gyS4/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 19 Interpreting Line Graph Difficult,looked at pages,practice,4.MD.B.4,"Interpreting Line Graph (Hard) worksheet: a completed line graph (e.g. monthly air temperature in Fahrenheit over a year, with a broken/zigzag y-axis) is given; students answer 5 questions (max value, identify a specific change/rise, coldest/extreme month, month matching a given value, value for a given month).","Confirmed visually on page 1 (3 sheets total, labeled Hard/S1). Uses degrees Fahrenheit, a US-specific unit, and a broken-axis line graph, matching the Difficult/Hard label.",https://drive.google.com/file/d/1i0_itYALvEY3UwR2zMhmtbcM8tcpwmDZ/view,https://drive.google.com/file/d/1zfvwPDkaERkdIqmlVOVewVP-kkm2zNG7/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 20 Drawing Line Graph Difficult,looked at pages,practice,4.MD.B.4,"Drawing Line Graph (Hard) worksheet: a data table with 10 data points (e.g. number of social-media fans over 10 days) is given in a real-world scenario; students plot the points on a blank grid with pre-labeled axes/scale (values up to 1000, increments of 100) and draw a line graph connecting them, one scenario per page.","Confirmed visually on page 1 (3 sheets total, labeled Hard/S1 in the header). Larger value range/scale (up to 1000) than an easier version, matching the Difficult/Hard label.",https://drive.google.com/file/d/1LisZ444zn4-9iBxu8na1uUqqKa4epcJY/view,https://drive.google.com/file/d/1R1KyPLneciZG83FeX_0GZjtByhmDxCuB/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 21 Interpreting Line Plot Difficult,looked at pages,practice,4.MD.B.4,"Interpreting Line Plot (Difficult) worksheet: a single completed line plot with X marks over a whole-number scale (one scenario per page, e.g. number of residents per family in an apartment building with 35 data points), and 5 questions (mode, count meeting a condition, range, count at the max value, minimum value).","Confirmed visually on page 1 (3 sheets total). Denser/larger dataset (35 data points) than a basic line-plot-reading sheet, matching the Difficult label.",https://drive.google.com/file/d/1x274eEvP7Scf9u0egmnGY7s2AH-BttLC/view,https://drive.google.com/file/d/1c-b4shx55UV0b_pTz-e0kajM__5zIEWM/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 22 Make and Interpret Difficult,looked at pages,practice,4.MD.B.4,"Make and Interpret (Difficult) line plot worksheet: a raw data table of up to 36 numeric values (e.g. ages of trees) is given; students construct a line plot by marking X above each value on a blank number line with pre-printed scale, then answer 5 questions (count above a threshold, value with the most marks, maximum, count of a specific value, total count of data points).","Confirmed visually on page 1 (3 sheets total). Larger dataset (36 values) than a basic version, matching the Difficult label; combines constructing AND interpreting the plot.",https://drive.google.com/file/d/1d_RPXpzXLql4cYFoqNxuDFHeRx-dbw9o/view,https://drive.google.com/file/d/1ZD4Txto4ZQZNEzx97ZxNEHdhfYNO-pQy/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 23 Interpreting Line Plots,looked at pages,practice,4.MD.B.4,"Interpreting Line Plot worksheet: a single completed line plot with X marks over a whole-number scale (one scenario per page, e.g. number of residents per family in an apartment building with 35 data points), and 5 questions (mode, count meeting a condition, range, count at the max value, minimum value).","Confirmed visually on page 1 (3 sheets total). This file is identical in content to catalogue entry 21 Interpreting Line Plot Difficult (same Brownstone Apartment worksheet, duplicated under a different id/number).",https://drive.google.com/file/d/1TGU3ENUEDdiQeFubEkQ1NAPEV66Z28yP/view,https://drive.google.com/file/d/1koBmJoyGeVdeY8j2a7wy3In-kK1tX_zT/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 24 Reading Pictographs,looked at pages,practice,4.MD.B.4,"Reading Pictographs worksheet: a completed pictograph (e.g. pumpkins harvested by 5 farmers, using whole and half pumpkin icons with a key such as 1 icon = 50 pumpkins) is given; students answer 5 questions (max value, read a specific value including half-symbols, find who has a given total, identify equal values, verify a true/false comparison).","Confirmed visually on page 1 (3 sheets total). Uses a fall/pumpkin-harvest theme with a key of 1 icon = 50, including half-icons for partial values.",https://drive.google.com/file/d/1D-OdRFTf8ez4KXWAK__TtnlrBKkE3cy1/view,https://drive.google.com/file/d/1fCNNZ-Fq7bnptphJr2tNxBwEaMWXNGbS/view
G4,Data & Graphs,Grade 4 Math - Data & Graphs - 25 Reading Bar Graphs,looked at pages,practice,4.MD.B.4,"Reading Bar Graphs worksheet: a completed vertical bar graph with a real-world theme (e.g. votes for 6 pizza toppings, scale in increments of 50 up to 350) is given; students answer 5 questions (most popular category, sum of two categories, hypothetical comparison, identify category matching a value, rank all categories in order).","Confirmed visually on page 1 (3 sheets total). This file is identical in content to catalogue entry 09 Reading Bar Graphs (same Pizza Toppings worksheet, duplicated under a different id/number).",https://drive.google.com/file/d/1owPqrkEGoOt9PUBj5MIcqDkejssQIpO_/view,https://drive.google.com/file/d/13sftNnqEYQTwzk6V3MhffH1lquxDxEf6/view
G4,Decimals,Grade 4 Math - Decimals - 01 Identify the Decimals Type 1,looked at pages,practice,"4.NF.C.6, 4.OA.C.5","Missing Numbers (number line, Type 1) worksheet: 7 pre-drawn evenly-spaced number lines per page (tenths scale), each with most decimal values filled in and exactly ONE value left as a blank box; students calculate and fill in that one missing decimal value based on the constant interval.","Confirmed visually on page 1 (5 sheets total, labeled Tenth T1S1). Content is a Missing-Numbers-on-a-number-line task (single blank per line), not a decimal-identification task as the filename Identify the Decimals suggests.",https://drive.google.com/file/d/1puJk1jhMWQTjAD5BCFIxbs6ZVyhZOVq1/view,https://drive.google.com/file/d/1hh0bpflsfEz3xhFxl6tTXf7YVbdXP9w2/view
G4,Decimals,Grade 4 Math - Decimals - 02 Identify the Decimals Type 2,looked at pages,practice,"4.NF.C.6, 4.OA.C.5","Missing Numbers (number line, Type 2) worksheet: 7 pre-drawn evenly-spaced number lines per page (tenths scale), each with several decimal values left as blank boxes; students calculate and fill in the missing decimal values based on the constant interval.","Confirmed visually on page 1 (5 sheets total, labeled Tenth T2S1). Content is a Missing-Numbers-on-a-number-line task (several blanks per line), not a decimal-identification task as the filename Identify the Decimals suggests. Companion to the Type 1 (single blank) sheet.",https://drive.google.com/file/d/1CyxFWcCTWcyZqG4tieA1n7CE7Nf_EqZ7/view,https://drive.google.com/file/d/1E0pqr5ZwvreZB-863_pn_IjaYqscquot/view
G4,Decimals,Grade 4 Math - Decimals - 03 Addition Subtraction of Decimals,read text,practice,4.NF.C.6,"Students compare a decimal addition expression against a decimal subtraction expression (or the reverse) using >, <, or =, e.g. '23.1 + 25.3' compared to '48.4'.","5 sheets, companion to '04 Multiplication Division of Decimals'.",https://drive.google.com/file/d/1AKW77frS27vlrniwxIcW_QDTBLBLb5fk/view,https://drive.google.com/file/d/1P0ilz_x-xoxTTPwSHgjoZcPl1HbD9sVm/view
G4,Decimals,Grade 4 Math - Decimals - 04 Multiplication Division of Decimals,read text,practice,5.NBT.B.7,"Students compare a decimal multiplication expression against a decimal division expression (or vice versa) using >, <, or =, e.g. '1.5 divided by 3' compared to '0.5'.","Decimal multiplication/division is above typical Grade 4 CCSS (a Grade 5 standard); 5 sheets, increasing in difficulty.",https://drive.google.com/file/d/1OUg997CDXsjGwX1Cvupd0cmPQVgZu_bC/view,https://drive.google.com/file/d/1bfIOjM92LzOUMnFJIflgrPYAR9f-TZbK/view
G4,Decimals,Grade 4 Math - Decimals - 05 Represent the Decimals,looked at pages,practice,"4.NF.C.6, 4.OA.C.5","Missing Numbers (number line, letters) worksheet: 6 pre-drawn evenly-spaced number lines per page (tenths scale), each with several points replaced by letters instead of blank boxes; students calculate the constant interval and write the decimal value that each letter represents (3 letters per line).","Confirmed visually on page 1 (5 sheets total, labeled Tenth T3S1). Same letter-based Missing Numbers task as catalogue entry 27 (Represent the Decimals Mixed Review), not a ""represent the decimals"" drawing/modeling task as the filename suggests.",https://drive.google.com/file/d/1VZCm9f39hFO0Q0RDO9-OoVGYej1xxPhB/view,https://drive.google.com/file/d/1d9sT3eJl0BORUplh8p_p9AyJBUMg5PRV/view
G4,Decimals,Grade 4 Math - Decimals - 06 Place Value - Money,looked at pages,practice,4.NF.C.6,"20 dollar amounts per sheet (3-digit dollars, 2-digit cents, e.g. $194.78, $902.51) each with one digit underlined; students write the place value (or value) of the underlined digit.","Confirmed visually: 'Place Value - Money', 'Write the value of the underlined digits', 20 items per sheet, sheets 1-3 all same format with different numbers.",https://drive.google.com/file/d/17MQjnrt-RXb8V3VOx0gkC8xJAMoIN1_p/view,https://drive.google.com/file/d/1J3NynUt8BACqU7MfSwe-Aa7EOn6rxGWM/view
G4,Decimals,Grade 4 Math - Decimals - 07 Decimals Tenths,read answer key,practice,4.NF.C.6,"Decimals in Words - Tenths worksheet: 12 decimal numbers per page, each a 1-2 digit whole number plus a single tenths digit (e.g. 73.5, 4.2); students write each decimal out in words (5 sheets, only tenths place used).","Worksheet PDF returned inline (not saved to a file, PDF internal title words-tenths-all.pdf); read via the answer key, which shows all 12 decimals and word forms per sheet across 5 sheets, confirming this is a tenths-only version (simpler than the Level 1/Level 2 mixed sheets).",https://drive.google.com/file/d/1w7EDMRgpg0YpX3gQC3mb9_Ag-xBX0BAw/view,https://drive.google.com/file/d/1m5XNND97nq9_Uy5FbCAPCB0RN54CBoOu/view
G4,Decimals,Grade 4 Math - Decimals - 08 Decimals Hundredths,read answer key,practice,4.NF.C.6,"Decimals in Words - Hundredths worksheet: 10 decimal numbers per page, each a whole number (1-3 digits) plus a two-digit hundredths part (e.g. 269.16, 907.31, 41.08); students write each decimal out in words (5 sheets, hundredths place only).","Worksheet PDF returned inline (not saved to a file, PDF internal title words-hundredths-all.pdf); read via the answer key, which shows all 10 decimals and word forms per sheet across 5 sheets, confirming hundredths-only place values.",https://drive.google.com/file/d/1PDprBcWglhWo1DP2oUFHfupn2i6719ZL/view,https://drive.google.com/file/d/1xuhs0WgjLuWnMn6WCQrJAoubPPacX5-h/view
G4,Decimals,Grade 4 Math - Decimals - 09 Decimals Thousandths,read answer key,practice,4.NF.C.6,"Decimals in Words - Thousandths worksheet: 8 decimal numbers per page, each a whole number (1-3 digits) plus a three-digit thousandths part (e.g. 276.008, 94.207); students write each decimal out in words (5 sheets, thousandths place only).","Worksheet PDF returned inline (not saved to a file, PDF internal title words-thousandths-all.pdf); read via the answer key, which shows all 8 decimals and word forms per sheet across 5 sheets, confirming thousandths-only place values.",https://drive.google.com/file/d/1R3X_Eh1jUeQPIu_tFmEHInNNJm0tQCQm/view,https://drive.google.com/file/d/1L1KDQeFb2_7WLNcU-BqD1ymGzSwTD2iT/view
G4,Decimals,Grade 4 Math - Decimals - 10 Decimals Up to Thousandths,looked at pages,practice,4.NF.C.6,"Decimals in Words worksheet: 8 decimal numbers per page with mixed place values up to thousandths (e.g. 173.564, 2.35, 45.2); students write each decimal out in words on the blank lines provided.","Confirmed visually on page 1 (3 sheets total, labeled Mixed L1S1). Decimals range from tenths to thousandths, mixed across the sheet, matching the ""Decimals Up to Thousandths"" title.",https://drive.google.com/file/d/1pIZDiudOoZUVMb9MjL73CY_mdjMHppJx/view,https://drive.google.com/file/d/1irY_VmRXV3MfVxC-Yw7H22VLX__C8LOI/view
G4,Decimals,Grade 4 Math - Decimals - 11 Decimals Upto Millionths,read answer key,practice,"4.NF.C.6, 5.NBT.A.3","Decimals in Words (Mixed, Level 2) worksheet: 8 decimal numbers per page with place values ranging from tenths to millionths (e.g. 267.5763, 93.720304); students write each decimal out in words (5 sheets).","Worksheet PDF returned inline (not saved to a file, PDF internal title words-level2-all.pdf); read via the answer key, which shows all 8 decimals and their word forms across 5 sheets, confirming values go up to millionths.",https://drive.google.com/file/d/1QeQrdtNAXp4JzpVxaBNtImWFAsNg_T68/view,https://drive.google.com/file/d/1Mmz5l-8ZvuyTCWHqIUiVsI8-h-Iw8MoX/view
G4,Decimals,Grade 4 Math - Decimals - 12 Number Line Addition,looked at pages,practice,4.NF.C.6,Number Line Addition worksheet: 6 number lines per page (tenths scale) each with forward hop arcs already drawn and an addition equation stated below (e.g. 6 + 0.4 =); students read the number line model and simply compute/write the answer in the blank.,"Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Mirror of the Number Line Subtraction read-only sheet.",https://drive.google.com/file/d/1ZZu0P3EsuTOWNJdvI6Mr6xI-WUO-owds/view,https://drive.google.com/file/d/1O3_uBofZW52qVNSpFEgfKrDbMuFT1VYs/view
G4,Decimals,Grade 4 Math - Decimals - 13 Number Line Addition Ruler Model,looked at pages,practice,4.NF.C.6,"Addition Sentence - Ruler worksheet: 6 ruler models per page (drawn as a ruler with fine tick marks between whole numbers, representing hundredths) each showing forward hop arcs already drawn between two points; students read the ruler model and write the addition sentence (addend + addend = sum) it represents.","Confirmed visually on page 1 (5 sheets total). Mirror of the Subtraction Sentence - Ruler sheet, using the same fine-tick ruler model.",https://drive.google.com/file/d/1PW4ffbxdkj0XZFD06DTIoMXPdjGW_tbn/view,https://drive.google.com/file/d/1MyAChhDwAj8h2aoDNsA3m2XTXtKEgqzI/view
G4,Decimals,Grade 4 Math - Decimals - 14 Drawing Number Lines with Decimal Values,looked at pages,practice,4.NF.C.6,"Number Line worksheet: 6 instructions per page telling students to draw a number line from one tenths-place decimal value to another, either with a given increment or a given number of equal intervals (e.g. draw a number line from 7.2 to 9.2 with ten equal intervals); students draw the number line and mark/label the points themselves on blank space (no template line given).","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Same open-ended draw-a-number-line task as the Mixed Review sheet, but restricted to tenths-only values (no hundredths).",https://drive.google.com/file/d/1r58wCqG95-K-CmGTtBQnxKXACmvrjqy6/view,https://drive.google.com/file/d/1ldi0HLYxfcAadfWDLXCR6iWxe_P12o97/view
G4,Decimals,Grade 4 Math - Decimals - 15 Reading the Number Line,looked at pages,practice,4.NF.C.6,"Reading the Number Line worksheet: a single labeled tenths-scale number line at the top of each page, followed by 5 word-style navigation questions (e.g. how many hops from 8.2 to land at 9.4; move 5 units left then 3 right from a point; count total intervals); students read the number line and answer each question.","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Different task type from the hops/sentence sheets: navigation and counting-interval word questions rather than addition/subtraction equations.",https://drive.google.com/file/d/1BnPuJKOY_6wJ8Z0D6bo_QSL74w1AqRGX/view,https://drive.google.com/file/d/1qPq3mzNMKo2HMyZp_R7ilc08rp13VyzQ/view
G4,Decimals,Grade 4 Math - Decimals - 16 Number Line Subtraction,looked at pages,practice,4.NF.C.6,Number Line Subtraction worksheet: 6 number lines per page (tenths scale) each with backward hop arcs already drawn and a subtraction equation stated below (e.g. 2.4 - 0.9 =); students read the number line model and simply compute/write the answer in the blank.,"Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Simpler than the Subtraction Sentence sheet: the full equation is given except the answer (students do not write the equation themselves, just compute the difference).",https://drive.google.com/file/d/1iRbbKt34OL5Vv_FaU7uIvv_SRiR30Uwz/view,https://drive.google.com/file/d/17_FAkCboLx-ROIDa7K4Y-2hOLox7Egv1/view
G4,Decimals,Grade 4 Math - Decimals - 17 Find the Missing Decimals,looked at pages,practice,4.NF.C.6,"Subtraction Sentence - Missing Numbers worksheet: 6 number lines per page (tenths scale) each showing a backward hop arc already drawn, paired with a subtraction sentence (e.g. __ - 0.4 = 10.6) that has one term (minuend, subtrahend, or difference) left blank; students use the hop model to find and fill in the missing value.","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Two-term subtraction analog of the three-addend Missing Numbers addition sheet.",https://drive.google.com/file/d/1UsZHKAU9U6YDqO4OqaakW_96PXStU5mZ/view,https://drive.google.com/file/d/1cTRhu9fsoOALcvdSpB6zAFs_2Y6rLrC9/view
G4,Decimals,Grade 4 Math - Decimals - 18 Cut-and-Glue Activity,read text,activity/colouring,4.NF.C.7,"For each of 16 pairs of decimals (1-3 decimal places) per sheet, students identify the greater decimal and glue a themed cutout (alligator, bird, frog, penguin, or duck beak) onto that number's box.",Cut-and-glue hands-on activity; each of the 5 sheets uses a different animal theme.,https://drive.google.com/file/d/1RlOudLIBD4PlKfjzIsRCoYtF9g9eyqRV/view,https://drive.google.com/file/d/1tXWC9mm08vsG9_bALLaKGzq3n_pCaCiX/view
G4,Decimals,Grade 4 Math - Decimals - 19 Two Addends Fill in the Missing Numbers,looked at pages,practice,4.NF.C.6,"Addition Sentence - Missing Numbers (Two Addends) worksheet: 6 number lines per page (tenths scale) each showing hop arcs already drawn, paired with a two-addend addition sentence (e.g. 7.4 + __ = 14.4) that has one term (an addend or the sum) left blank; students use the hop model to find and fill in the missing value.","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Two-addend version of the three-addend Missing Numbers addition sheet.",https://drive.google.com/file/d/1IqVE3M44l4w3YIWCysgByQf3-WSjv1EF/view,https://drive.google.com/file/d/1JPCyyWPXn1ysVVCSqiT3ncP9u3jTInxo/view
